scenario,run_N,dC,dQ,icer,sd_pp_dC,sd_pp_dQ,mcsd_dC_runN,mcsd_dQ_runN,target_dQ,reqN_dQ
B_transport,150000,100699.39,.072030924,1398002.1,110906.99,.51365924,286.36063,.0013262625,.0049999999,10554
