BCR,N,Median,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y10,Censored
1,1888,72.837784,.91428328,.82555497,.74749035,.65338856,.58351505,.50553191,.44959816,.37983927,.30594113,60.275425
