BCR,N,Median,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y10,Censored
1,1888,72.837784,.91419417,.82535404,.74727404,.65319949,.58334619,.50538564,.44946808,.37972936,.30585259,60.275425
