BCR,N,Mean,Median,P25,P75,Censored,M12,M24
1,98,26.773855,11.00616,5.322382,46.061604,31.632652,48.654076,38.159817
2,185,18.815819,7.5893226,4.3039017,18.135523,17.297297,36.38279,21.585114
3,278,20.849339,6.2422996,3.6139631,18.431211,23.741007,33.510326,21.60297
4,97,43.064144,5.2895279,1.8398358,16.131416,26.804123,29.073154,23.343182
5,77,15.097182,5.4537988,2.5297742,12.386037,18.181818,26.144432,19.548517
6,85,13.468031,2.7597537,1.577002,11.301848,16.470589,22.799999,18.24
